Title,Part of Term,Co-enroll,Attributes,CRN,Subject,Course Number,Section,Campus,Type,Method,Credits,Start Time,End Time,Days,Where,Instructor
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25788,ARCH,1301,N24,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Ashley Elizabeth Martin Cooper
Architectural History II,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18027,ARCH,1302,B13,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,F Building 214,Shahead Maghreby
Architectural History II,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17945,ARCH,1302,B21,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,MW,Blinn RELLIS Admin Building 210,Cameron Klepac
,Architectural History II,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",26049,ARCH,1302,B22,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,F Building 214,Shahead Maghreby
Architectural History II,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",14375,ARCH,1302,N20,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Margaret Elizabeth Woosnam
Architectural History II,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25187,ARCH,1302,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Margaret Elizabeth Woosnam
Architectural Design I,Full Term,,,17158,ARCH,1303,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,9:10 am,11:40 am,MW,F Building 229,Shahead Maghreby
Architectural Design I,Full Term,,,20809,ARCH,1303,301,Bryan Campus,Combined Lecture/Lab,In Person,3.000,12:00 pm,2:30 pm,TR,F Building 229,Craig Lee Jeffrey
Architectural Graphics I,Full Term,,,17577,ARCH,1307,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,9:10 am,11:40 am,TR,F Building 229,Dana Kay Hudson
Introduction to Architecture,First 8-week,,Visual&Performing Art-Chart I,17899,ARCH,1311,B12,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,F Building 214,Ashley Elizabeth Martin Cooper
Introduction to Architecture,First 8-week,,Visual&Performing Art-Chart I,17935,ARCH,1311,B13,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 214,Dana Kay Hudson
Introduction to Architecture,Second 8-week,,Visual&Performing Art-Chart I,17876,ARCH,1311,B21,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Classroom Building 16,Cameron Klepac
Introduction to Architecture,Second 8-week,,Visual&Performing Art-Chart I,17892,ARCH,1311,B22,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 214,Dana Kay Hudson
Introduction to Architecture,First 8-week,,Visual&Performing Art-Chart I,20818,ARCH,1311,N10,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Margaret Elizabeth Woosnam
Intro. to Architecture,First 8-week,,Visual&Performing Art-Chart I,25629,ARCH,1311,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Ashley Elizabeth Martin Cooper
Intro. to Architecture,First 8-week,,Visual&Performing Art-Chart I,24271,ARCH,1311,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Margaret Elizabeth Woosnam
Introduction to Architecture,Second 8-week,,Visual&Performing Art-Chart I,17658,ARCH,1311,N20,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Dana Kay Hudson
Intro. to Architecture,Second 8-week,,Visual&Performing Art-Chart I,23368,ARCH,1311,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,TBA
Architectural Technology,Full Term,,,17596,ARCH,2312,300,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,MW,F Building 214,Keith Everette Sylvester
Architectural Technology,Full Term,,,17587,ARCH,2312,301,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,F Building 214,Shahead Maghreby
Digital Imaging I,Full Term,,Exclude Crse from 3-peat Count,23511,ARTC,1302,N01,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,James Pierre U Beato
Digital Imaging,Full Term,,Exclude Crse from 3-peat Count,25763,ARTC,1302,N02,Distance Education Campus,Laboratory,100% Online,3.000,TBA,,,Online Class-Requires Computer,TBA
Digital Publishing I,Full Term,,Exclude Crse from 3-peat Count,25156,ARTC,1313,R01,Distance Education Campus,Combined Lecture/Lab,Live Online via Zoom,3.000,10:35 am,11:50 am,M,H Building 124,Michael Oge Khama
Art Direction I,Full Term,,Exclude Crse from 3-peat Count,16891,ARTC,1349,R01,Distance Education Campus,Combined Lecture/Lab,Hybrid - Zoom & Online,3.000,10:35 am,11:50 am,R,H Building 124,Michael Oge Khama
Computer Illustration,Full Term,,,22858,ARTC,1353,R01,Distance Education Campus,Combined Lecture/Lab,Live Online via Zoom,3.000,12:20 pm,2:00 pm,M,H Building 124,Michael Oge Khama
Digital Publishing II,Full Term,,,26017,ARTC,2313,R01,Bryan Campus,Combined Lecture/Lab,Hybrid - Zoom & Online,3.000,12:20 pm,2:00 pm,R,H Building 124,Michael Oge Khama
Portfolio Dev for Graphic Desi,Full Term,,,24713,ARTC,2335,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,10:35 am,12:15 pm,TR,F Building 241,James Pierre U Beato
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25570,ARTS,1301,B11,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,F Building 223,William Keihn
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18683,ARTS,1301,B13,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:40 am,MW,H Building 223,Todd Allan Overstreet
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18390,ARTS,1301,B14,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Classroom Building 21,Madison Leigh Luetge
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18679,ARTS,1301,B15,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,H Building 223,Todd Allan Overstreet
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18398,ARTS,1301,B16,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Classroom Building 18,Douglas Erick Peck
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24256,ARTS,1301,B17,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Classroom Building 18,Douglas Erick Peck
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18681,ARTS,1301,B22,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:40 am,MW,H Building 223,Todd Allan Overstreet
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",20856,ARTS,1301,B23,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Classroom Building 18,Madison Leigh Luetge
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",22979,ARTS,1301,B24,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,H Building 223,Todd Allan Overstreet
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23575,ARTS,1301,B25,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Classroom Building 18,Douglas Erick Peck
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24201,ARTS,1301,B26,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Classroom Building,Douglas Erick Peck
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",26019,ARTS,1301,B27,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:35 am,TR,TBA,William Keihn
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",11988,ARTS,1301,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Sharon Joy Worley
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",12512,ARTS,1301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,John A Speck
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",14483,ARTS,1301,N14,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Sharon Joy Worley
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",14484,ARTS,1301,N15,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,John A Speck
Art Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25723,ARTS,1301,N16,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Madison Leigh Luetge
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21406,ARTS,1301,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Rebecca Anne Andresen
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",15214,ARTS,1301,N22,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,John A Speck
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",12513,ARTS,1301,N23,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,John A Speck
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25204,ARTS,1301,N24,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Sharon Joy Worley
Art Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23603,ARTS,1301,N25,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Rebecca Anne Andresen
Art History I (Prehistoric to the 14th Century),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18699,ARTS,1303,B12,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,TR,H Building 223,Samantha Angelique Bares
Art History I (Prehistoric to the 14th Century),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18316,ARTS,1303,B21,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Classroom Building 18,Douglas Erick Peck
Art History I (Prehistoric to the 14th Century),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18697,ARTS,1303,B23,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,H Building 223,Samantha Angelique Bares
Art History I (Prehistoric to the 14th Century),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",13108,ARTS,1303,N10,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Rebecca Anne Andresen
Art History I (Prehistoric to the 14th Century),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21027,ARTS,1303,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Rebecca Anne Andresen
Art History I (Prehistoric to the 14th Century),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",12061,ARTS,1303,N20,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Sharon Joy Worley
Art History I (Prehistoric to the 14th Century),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25764,ARTS,1303,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Jamie Marie Speck
Art History II (14th Century to the Present),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18519,ARTS,1304,B11,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,Blinn RELLIS Admin Building 210,Jamie Marie Speck
Art History II,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21235,ARTS,1304,B12,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,H Building 223,Samantha Angelique Bares
Art History II (14th Century to the Present),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18355,ARTS,1304,B21,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Classroom Building 18,Douglas Erick Peck
Art History II (14th Century to the Present),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18509,ARTS,1304,B22,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,Blinn RELLIS Admin Building 210,Jamie Marie Speck
Art History II (14th Century to the Present),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18720,ARTS,1304,B24,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,H Building 223,Todd Allan Overstreet
Art History II (14th Century to the Present),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",11975,ARTS,1304,N10,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Andrew C Cangelose
Art History II (14th Century to the Present),First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",14910,ARTS,1304,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Andrew C Cangelose
Art History II (14th Century to the Present),Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18124,ARTS,1304,N24,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Andrew C Cangelose
Art History II,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21405,ARTS,1304,N25,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Andrew C Cangelose
Design I (2-dimensional),Full Term,,Visual&Performing Art-Chart I,18731,ARTS,1311,N10,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,Madison Leigh Luetge
Drawing I,Full Term,,,18795,ARTS,1316,001,Brenham Campus,Combined Lecture/Lab,In Person,3.000,12:00 pm,2:30 pm,MW,Schmidt Building ART,Madison Leigh Luetge
Drawing I,Full Term,,,18752,ARTS,1316,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,10:35 am,1:05 pm,MW,H Building 120,Jamie Marie Speck
Graphic Design,Full Term,,,23428,ARTS,2313,N01,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,Sunil Venkatesh Segu
Graphic Design,Full Term,,,25682,ARTS,2313,N02,Distance Education Campus,Laboratory,100% Online,3.000,TBA,,,Online Class-Requires Computer,William Keihn
Painting I,Full Term,,,18775,ARTS,2316,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,2:50 pm,5:20 pm,MW,H Building 120,Jamie Marie Speck
Ceramics I,Full Term,,,18777,ARTS,2346,300,Bryan Campus,Combined Lecture/Lab,In Person,3.000,9:10 am,11:50 am,TR,Hammer House Storage Area 101,Todd Allan Overstreet
Digital Media,Full Term,,,23429,ARTS,2348,N01,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,Sunil Venkatesh Segu
Photography I,Full Term,,,26018,ARTS,2356,B01,Brenham Campus,Combined Lecture/Lab,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,TBA,TBA
Photography I,Full Term,,,18224,ARTS,2356,N01,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,William Keihn
Photography I,First 8-week,,,26015,ARTS,2356,N11,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class - First 8 week,Sunil Venkatesh Segu
Digital Video,Full Term,,Exclude Crse from 3-peat Count,16893,ARTV,1351,R01,Distance Education Campus,Combined Lecture/Lab,Live Online via Zoom,3.000,10:35 am,11:50 am,T,H Building 124,Michael Oge Khama
2-D Animation I,Full Term,,Exclude Crse from 3-peat Count,26016,ARTV,2301,R01,Bryan Campus,Combined Lecture/Lab,Hybrid - Zoom & Online,3.000,12:20 pm,2:00 pm,T,H Building 124,Michael Oge Khama
Business Computer Applications,First 8-week,,,19471,BCIS,1305,B0A,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Bullock Building 153,Travis Joseph Stahl
Business Computer Applications,First 8-week,,,23304,BCIS,1305,B0B,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Bullock Building 154,Tiffany Gail Green
Business Computer Applications,Second 8-week,,,15682,BCIS,1305,B0N,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Bullock Building 153,Tiffany Gail Green
Business Computer Applications,Second 8-week,,,25639,BCIS,1305,B0P,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Bullock Building 153,Travis Joseph Stahl
Business Computer Applications,First 8-week,,,19454,BCIS,1305,B1A,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Walter C. Schwartz Building 220,Robert John Grande
Business Computer Applications,First 8-week,,,21532,BCIS,1305,B1B,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Walter C. Schwartz Building 220,Robert John Grande
Business Computer Applications,First 8-week,,,24211,BCIS,1305,B1C,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Walter C. Schwartz Building 220,Robert John Grande
Business Computer Applications,Second 8-week,,,20780,BCIS,1305,B1N,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Walter C. Schwartz Building 220,TBA
Business Computer Applications,Second 8-week,,,24371,BCIS,1305,B1O,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Walter C. Schwartz Building 220,TBA
Business Computer Applications,Second 8-week,,,25565,BCIS,1305,B1P,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Walter C. Schwartz Building 220,TBA
Business Computer Applications,First 8-week,,,21737,BCIS,1305,B3A,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,D Building 125,Jessica A Key
Business Computer Applications,First 8-week,,,19507,BCIS,1305,B3B,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,D Building 125,Jessica A Key
Business Computer Applications,First 8-week,,,22300,BCIS,1305,B3C,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,D Building 125,Jessica A Key
Business Computer Applications,First 8-week,,,22408,BCIS,1305,B3D,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,D Building 125,Jessica A Key
Business Computer Applications,First 8-week,,,25844,BCIS,1305,B3E,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,TR,D Building 125,Jessica A Key
Business Computer Applications,Second 8-week,,,21739,BCIS,1305,B3M,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,D Building 125,TBA
Business Computer Applications,Second 8-week,,,19511,BCIS,1305,B3N,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,D Building 125,TBA
